Year,Rank,Gold
0.9997979081148097,0.668972724582216,1
0.9997979081148097,0.7146271621993502,1
0.9997979081148097,0.7602815998164844,1
0.9997979081148097,0.8059360374336185,1
0.9997979081148097,0.8059360374336185,1
0.9997979081148097,0.8972449126678868,1
0.9997979081148097,0.9428993502850209,1
0.9997979081148097,0.9428993502850209,1
0.9997979081148097,0.9428993502850209,1
0.9997979081148097,1.0798626631364234,1
0.9997979081148097,1.0798626631364234,1
0.9997979081148097,1.0798626631364234,1
0.9997979081148097,1.0798626631364234,1
0.9997979081148097,1.0798626631364234,1
0.9997979081148097,1.0798626631364234,1
0.9997979081148097,1.3537892888392284,0
0.9997979081148097,1.3994437264563626,0
0.9997979081148097,1.4450981640734966,0
0.9997979081148097,1.4907526016906307,0
0.9997979081148097,1.4907526016906307,0
0.9997979081148097,1.582061476924899,0
0.9997979081148097,1.6277159145420332,0
0.9997979081148097,1.6733703521591674,0
0.9997979081148097,1.6733703521591674,0
0.9997979081148097,1.7646792273934355,0
0.9997979081148097,1.7646792273934355,0
0.9997979081148097,1.7646792273934355,0
0.9997979081148097,1.7646792273934355,0
0.9997979081148097,1.7646792273934355,0
0.9997979081148097,1.9929514154791064,0
0.9997979081148097,2.0386058530962408,0
0.9997979081148097,2.0386058530962408,0
0.9997979081148097,2.1299147283305087,0
0.9997979081148097,2.175569165947643,0
0.9997979081148097,2.175569165947643,0
0.9997979081148097,2.175569165947643,0
0.9997979081148097,2.175569165947643,0
0.9997979081148097,2.175569165947643,0
0.9997979081148097,2.175569165947643,0
0.9997979081148097,2.175569165947643,0
0.9997979081148097,2.175569165947643,0
0.9997979081148097,2.175569165947643,0
0.8825205191217639,-1.3398225305716869,48
0.8825205191217639,-1.2941680929545527,39
0.8825205191217639,-1.2485136553374185,29
0.8825205191217639,-1.2028592177202844,18
0.8825205191217639,-1.1572047801031502,13
0.8825205191217639,-1.111550342486016,11
0.8825205191217639,-1.065895904868882,11
0.8825205191217639,-1.020241467251748,8
0.8825205191217639,-0.9745870296346136,8
0.8825205191217639,-0.9289325920174795,8
0.8825205191217639,-0.8832781544003454,7
0.8825205191217639,-0.8376237167832112,7
0.8825205191217639,-0.7919692791660771,6
0.8825205191217639,-0.7463148415489429,6
0.8825205191217639,-0.7006604039318087,5
0.8825205191217639,-0.6550059663146746,5
0.8825205191217639,-0.6093515286975404,4
0.8825205191217639,-0.5636970910804062,4
0.8825205191217639,-0.518042653463272,4
0.8825205191217639,-0.47238821584613794,4
0.8825205191217639,-0.42673377822900377,4
0.8825205191217639,-0.3810793406118696,3
0.8825205191217639,-0.3354249029947355,3
0.8825205191217639,-0.3354249029947355,3
0.8825205191217639,-0.24411602776046715,3
0.8825205191217639,-0.198461590143333,3
0.8825205191217639,-0.15280715252619884,2
0.8825205191217639,-0.10715271490906468,2
0.8825205191217639,-0.06149827729193052,2
0.8825205191217639,-0.015843839674796363,2
0.8825205191217639,0.029810597942337796,2
0.8825205191217639,0.07546503555947195,2
0.8825205191217639,0.12111947317660611,2
0.8825205191217639,0.16677391079374027,2
0.8825205191217639,0.21242834841087443,2
0.8825205191217639,0.2580827860280086,2
0.8825205191217639,0.3037372236451427,1
0.8825205191217639,0.3493916612622769,1
0.8825205191217639,0.39504609887941106,1
0.8825205191217639,0.4407005364965452,1
0.8825205191217639,0.4863549741136794,1
0.8825205191217639,0.5320094117308135,1
0.8825205191217639,0.5320094117308135,1
0.8825205191217639,0.5320094117308135,1
0.8825205191217639,0.5320094117308135,1
0.8825205191217639,0.7146271621993502,1
0.8825205191217639,0.7602815998164844,1
0.8825205191217639,0.8059360374336185,1
0.8825205191217639,0.8059360374336185,1
0.8825205191217639,0.8972449126678868,1
0.8825205191217639,0.8972449126678868,1
0.8825205191217639,0.8972449126678868,1
0.8825205191217639,0.8972449126678868,1
0.8825205191217639,0.8972449126678868,1
0.8825205191217639,0.8972449126678868,1
0.8825205191217639,1.1711715383706918,0
0.8825205191217639,1.216825975987826,0
0.8825205191217639,1.26248041360496,0
0.8825205191217639,1.3081348512220943,0
0.8825205191217639,1.3537892888392284,0
0.8825205191217639,1.3537892888392284,0
0.8825205191217639,1.3537892888392284,0
0.8825205191217639,1.4907526016906307,0
0.8825205191217639,1.536407039307765,0
0.8825205191217639,1.582061476924899,0
0.8825205191217639,1.582061476924899,0
0.8825205191217639,1.582061476924899,0
0.8825205191217639,1.582061476924899,0
0.8825205191217639,1.582061476924899,0
0.8825205191217639,1.8103336650105697,0
0.8825205191217639,1.8103336650105697,0
0.8825205191217639,1.8103336650105697,0
0.8825205191217639,1.8103336650105697,0
0.8825205191217639,1.8103336650105697,0
0.8825205191217639,1.8103336650105697,0
0.8825205191217639,2.0842602907133747,0
0.8825205191217639,2.1299147283305087,0
0.8825205191217639,2.1299147283305087,0
0.8825205191217639,2.221223603564777,0
0.8825205191217639,2.221223603564777,0
0.8825205191217639,2.221223603564777,0
0.8825205191217639,2.221223603564777,0
0.8825205191217639,2.221223603564777,0
0.8825205191217639,2.221223603564777,0
0.8825205191217639,2.221223603564777,0
0.8825205191217639,2.221223603564777,0
0.765243130128718,-1.3398225305716869,48
0.765243130128718,-1.2941680929545527,36
0.765243130128718,-1.2485136553374185,24
0.765243130128718,-1.2028592177202844,19
0.765243130128718,-1.1572047801031502,16
0.765243130128718,-1.111550342486016,14
0.765243130128718,-1.065895904868882,13
0.765243130128718,-1.020241467251748,9
0.765243130128718,-0.9745870296346136,8
0.765243130128718,-0.9289325920174795,7
0.765243130128718,-0.8832781544003454,7
0.765243130128718,-0.8376237167832112,7
0.765243130128718,-0.7919692791660771,6
0.765243130128718,-0.7463148415489429,5
0.765243130128718,-0.7006604039318087,5
0.765243130128718,-0.6550059663146746,4
0.765243130128718,-0.6093515286975404,4
0.765243130128718,-0.5636970910804062,4
0.765243130128718,-0.518042653463272,3
0.765243130128718,-0.47238821584613794,3
0.765243130128718,-0.42673377822900377,3
0.765243130128718,-0.3810793406118696,3
0.765243130128718,-0.3354249029947355,3
0.765243130128718,-0.2897704653776013,3
0.765243130128718,-0.24411602776046715,3
0.765243130128718,-0.198461590143333,3
0.765243130128718,-0.15280715252619884,3
0.765243130128718,-0.10715271490906468,3
0.765243130128718,-0.06149827729193052,2
0.765243130128718,-0.015843839674796363,2
0.765243130128718,0.029810597942337796,2
0.765243130128718,0.029810597942337796,2
0.765243130128718,0.12111947317660611,2
0.765243130128718,0.16677391079374027,2
0.765243130128718,0.21242834841087443,2
0.765243130128718,0.2580827860280086,2
0.765243130128718,0.3037372236451427,2
0.765243130128718,0.3493916612622769,1
0.765243130128718,0.39504609887941106,1
0.765243130128718,0.4407005364965452,1
0.765243130128718,0.4407005364965452,1
0.765243130128718,0.5320094117308135,1
0.765243130128718,0.5320094117308135,1
0.765243130128718,0.6233182869650818,1
0.765243130128718,0.6233182869650818,1
0.765243130128718,0.7146271621993502,1
0.765243130128718,0.7602815998164844,1
0.765243130128718,0.7602815998164844,1
0.765243130128718,0.7602815998164844,1
0.765243130128718,0.7602815998164844,1
0.765243130128718,0.9428993502850209,1
0.765243130128718,0.9885537879021551,1
0.765243130128718,1.0342082255192893,1
0.765243130128718,1.0342082255192893,1
0.765243130128718,1.0342082255192893,1
0.765243130128718,1.1711715383706918,0
0.765243130128718,1.216825975987826,0
0.765243130128718,1.216825975987826,0
0.765243130128718,1.3081348512220943,0
0.765243130128718,1.3537892888392284,0
0.765243130128718,1.3537892888392284,0
0.765243130128718,1.4450981640734966,0
0.765243130128718,1.4907526016906307,0
0.765243130128718,1.536407039307765,0
0.765243130128718,1.536407039307765,0
0.765243130128718,1.536407039307765,0
0.765243130128718,1.536407039307765,0
0.765243130128718,1.7190247897763014,0
0.765243130128718,1.7190247897763014,0
0.765243130128718,1.7190247897763014,0
0.765243130128718,1.7190247897763014,0
0.765243130128718,1.901642540244838,0
0.765243130128718,1.901642540244838,0
0.765243130128718,1.901642540244838,0
0.765243130128718,1.901642540244838,0
0.765243130128718,1.901642540244838,0
0.765243130128718,1.901642540244838,0
0.765243130128718,1.901642540244838,0
0.765243130128718,1.901642540244838,0
0.765243130128718,1.901642540244838,0
0.765243130128718,2.3125324787990453,0
0.765243130128718,2.3581869164161797,0
0.765243130128718,2.3581869164161797,0
0.765243130128718,2.3581869164161797,0
0.765243130128718,2.3581869164161797,0
0.765243130128718,2.3581869164161797,0
0.765243130128718,2.3581869164161797,0
0.6479657411356722,-1.3398225305716869,36
0.6479657411356722,-1.2941680929545527,32
0.6479657411356722,-1.2485136553374185,28
0.6479657411356722,-1.2028592177202844,17
0.6479657411356722,-1.1572047801031502,16
0.6479657411356722,-1.111550342486016,13
0.6479657411356722,-1.065895904868882,11
0.6479657411356722,-1.020241467251748,10
0.6479657411356722,-0.9745870296346136,9
0.6479657411356722,-0.9289325920174795,9
0.6479657411356722,-0.8832781544003454,9
0.6479657411356722,-0.8376237167832112,8
0.6479657411356722,-0.7919692791660771,8
0.6479657411356722,-0.7463148415489429,8
0.6479657411356722,-0.7006604039318087,6
0.6479657411356722,-0.6550059663146746,5
0.6479657411356722,-0.6093515286975404,5
0.6479657411356722,-0.5636970910804062,4
0.6479657411356722,-0.518042653463272,4
0.6479657411356722,-0.47238821584613794,3
0.6479657411356722,-0.42673377822900377,3
0.6479657411356722,-0.3810793406118696,3
0.6479657411356722,-0.3354249029947355,3
0.6479657411356722,-0.2897704653776013,3
0.6479657411356722,-0.24411602776046715,3
0.6479657411356722,-0.198461590143333,2
0.6479657411356722,-0.15280715252619884,2
0.6479657411356722,-0.10715271490906468,2
0.6479657411356722,-0.06149827729193052,2
0.6479657411356722,-0.06149827729193052,2
0.6479657411356722,0.029810597942337796,2
0.6479657411356722,0.07546503555947195,2
0.6479657411356722,0.12111947317660611,2
0.6479657411356722,0.16677391079374027,2
0.6479657411356722,0.21242834841087443,2
0.6479657411356722,0.21242834841087443,2
0.6479657411356722,0.3037372236451427,2
0.6479657411356722,0.3493916612622769,2
0.6479657411356722,0.39504609887941106,2
0.6479657411356722,0.4407005364965452,1
0.6479657411356722,0.4863549741136794,1
0.6479657411356722,0.5320094117308135,1
0.6479657411356722,0.5776638493479477,1
0.6479657411356722,0.6233182869650818,1
0.6479657411356722,0.668972724582216,1
0.6479657411356722,0.7146271621993502,1
0.6479657411356722,0.7146271621993502,1
0.6479657411356722,0.8059360374336185,1
0.6479657411356722,0.8515904750507526,1
0.6479657411356722,0.8972449126678868,1
0.6479657411356722,0.9428993502850209,1
0.6479657411356722,0.9885537879021551,1
0.6479657411356722,0.9885537879021551,1
0.6479657411356722,1.0798626631364234,1
0.6479657411356722,1.0798626631364234,1
0.6479657411356722,1.0798626631364234,1
0.6479657411356722,1.216825975987826,0
0.6479657411356722,1.26248041360496,0
0.6479657411356722,1.3081348512220943,0
0.6479657411356722,1.3537892888392284,0
0.6479657411356722,1.3994437264563626,0
0.6479657411356722,1.3994437264563626,0
0.6479657411356722,1.4907526016906307,0
0.6479657411356722,1.536407039307765,0
0.6479657411356722,1.582061476924899,0
0.6479657411356722,1.582061476924899,0
0.6479657411356722,1.582061476924899,0
0.6479657411356722,1.7190247897763014,0
0.6479657411356722,1.7190247897763014,0
0.6479657411356722,1.7190247897763014,0
0.6479657411356722,1.8559881026277039,0
0.6479657411356722,1.8559881026277039,0
0.6479657411356722,1.8559881026277039,0
0.6479657411356722,1.8559881026277039,0
0.5306883521426264,-1.3398225305716869,37
0.5306883521426264,-1.2941680929545527,32
0.5306883521426264,-1.2485136553374185,28
0.5306883521426264,-1.2028592177202844,16
0.5306883521426264,-1.1572047801031502,13
0.5306883521426264,-1.111550342486016,13
0.5306883521426264,-1.065895904868882,13
0.5306883521426264,-1.020241467251748,12
0.5306883521426264,-0.9745870296346136,11
0.5306883521426264,-0.9289325920174795,11
0.5306883521426264,-0.8832781544003454,11
0.5306883521426264,-0.8376237167832112,8
0.5306883521426264,-0.7919692791660771,8
0.5306883521426264,-0.7463148415489429,6
0.5306883521426264,-0.7006604039318087,5
0.5306883521426264,-0.6550059663146746,5
0.5306883521426264,-0.6093515286975404,4
0.5306883521426264,-0.5636970910804062,4
0.5306883521426264,-0.518042653463272,4
0.5306883521426264,-0.47238821584613794,4
0.5306883521426264,-0.42673377822900377,3
0.5306883521426264,-0.3810793406118696,3
0.5306883521426264,-0.3354249029947355,3
0.5306883521426264,-0.2897704653776013,3
0.5306883521426264,-0.24411602776046715,3
0.5306883521426264,-0.198461590143333,3
0.5306883521426264,-0.15280715252619884,3
0.5306883521426264,-0.10715271490906468,2
0.5306883521426264,-0.06149827729193052,2
0.5306883521426264,-0.015843839674796363,2
0.5306883521426264,0.029810597942337796,2
0.5306883521426264,0.07546503555947195,2
0.5306883521426264,0.12111947317660611,2
0.5306883521426264,0.16677391079374027,2
0.5306883521426264,0.16677391079374027,2
0.5306883521426264,0.2580827860280086,2
0.5306883521426264,0.3037372236451427,1
0.5306883521426264,0.3493916612622769,1
0.5306883521426264,0.39504609887941106,1
0.5306883521426264,0.4407005364965452,1
0.5306883521426264,0.4863549741136794,1
0.5306883521426264,0.5320094117308135,1
0.5306883521426264,0.5776638493479477,1
0.5306883521426264,0.6233182869650818,1
0.5306883521426264,0.6233182869650818,1
0.5306883521426264,0.7146271621993502,1
0.5306883521426264,0.7602815998164844,1
0.5306883521426264,0.7602815998164844,1
0.5306883521426264,0.8515904750507526,1
0.5306883521426264,0.8972449126678868,1
0.5306883521426264,0.8972449126678868,1
0.5306883521426264,0.8972449126678868,1
0.5306883521426264,1.0342082255192893,0
0.5306883521426264,1.0798626631364234,0
0.5306883521426264,1.1255171007535576,0
0.5306883521426264,1.1255171007535576,0
0.5306883521426264,1.216825975987826,0
0.5306883521426264,1.26248041360496,0
0.5306883521426264,1.26248041360496,0
0.5306883521426264,1.3537892888392284,0
0.5306883521426264,1.3994437264563626,0
0.5306883521426264,1.3994437264563626,0
0.5306883521426264,1.3994437264563626,0
0.5306883521426264,1.536407039307765,0
0.5306883521426264,1.536407039307765,0
0.5306883521426264,1.536407039307765,0
0.5306883521426264,1.536407039307765,0
0.5306883521426264,1.7190247897763014,0
0.5306883521426264,1.7646792273934355,0
0.5306883521426264,1.7646792273934355,0
0.5306883521426264,1.8559881026277039,0
0.5306883521426264,1.8559881026277039,0
0.5306883521426264,1.8559881026277039,0
0.5306883521426264,1.8559881026277039,0
0.5306883521426264,1.8559881026277039,0
0.5306883521426264,1.8559881026277039,0
0.5306883521426264,1.8559881026277039,0
0.5306883521426264,1.8559881026277039,0
0.5306883521426264,1.8559881026277039,0
0.5306883521426264,1.8559881026277039,0
0.4134109631495806,-1.3398225305716869,44
0.4134109631495806,-1.2941680929545527,26
0.4134109631495806,-1.2485136553374185,20
0.4134109631495806,-1.2028592177202844,16
0.4134109631495806,-1.1572047801031502,15
0.4134109631495806,-1.111550342486016,13
0.4134109631495806,-1.065895904868882,9
0.4134109631495806,-1.020241467251748,9
0.4134109631495806,-0.9745870296346136,9
0.4134109631495806,-0.9289325920174795,7
0.4134109631495806,-0.8832781544003454,7
0.4134109631495806,-0.8376237167832112,7
0.4134109631495806,-0.7919692791660771,5
0.4134109631495806,-0.7463148415489429,4
0.4134109631495806,-0.7006604039318087,4
0.4134109631495806,-0.6550059663146746,4
0.4134109631495806,-0.6093515286975404,4
0.4134109631495806,-0.5636970910804062,4
0.4134109631495806,-0.518042653463272,4
0.4134109631495806,-0.518042653463272,4
0.4134109631495806,-0.42673377822900377,3
0.4134109631495806,-0.3810793406118696,3
0.4134109631495806,-0.3354249029947355,3
0.4134109631495806,-0.2897704653776013,3
0.4134109631495806,-0.24411602776046715,3
0.4134109631495806,-0.198461590143333,3
0.4134109631495806,-0.15280715252619884,3
0.4134109631495806,-0.10715271490906468,3
0.4134109631495806,-0.06149827729193052,2
0.4134109631495806,-0.015843839674796363,2
0.4134109631495806,0.029810597942337796,2
0.4134109631495806,0.07546503555947195,2
0.4134109631495806,0.12111947317660611,2
0.4134109631495806,0.16677391079374027,2
0.4134109631495806,0.16677391079374027,2
0.4134109631495806,0.2580827860280086,1
0.4134109631495806,0.3037372236451427,1
0.4134109631495806,0.3493916612622769,1
0.4134109631495806,0.39504609887941106,1
0.4134109631495806,0.4407005364965452,1
0.4134109631495806,0.4863549741136794,1
0.4134109631495806,0.4863549741136794,1
0.4134109631495806,0.5776638493479477,1
0.4134109631495806,0.5776638493479477,1
0.4134109631495806,0.668972724582216,1
0.4134109631495806,0.668972724582216,1
0.4134109631495806,0.7602815998164844,1
0.4134109631495806,0.7602815998164844,1
0.4134109631495806,0.8515904750507526,1
0.4134109631495806,0.8515904750507526,1
0.4134109631495806,0.8515904750507526,1
0.4134109631495806,0.8515904750507526,1
0.4134109631495806,0.8515904750507526,1
0.4134109631495806,1.0798626631364234,0
0.4134109631495806,1.1255171007535576,0
0.4134109631495806,1.1255171007535576,0
0.4134109631495806,1.216825975987826,0
0.4134109631495806,1.26248041360496,0
0.4134109631495806,1.26248041360496,0
0.4134109631495806,1.26248041360496,0
0.4134109631495806,1.3994437264563626,0
0.4134109631495806,1.3994437264563626,0
0.4134109631495806,1.3994437264563626,0
0.4134109631495806,1.3994437264563626,0
0.4134109631495806,1.3994437264563626,0
0.4134109631495806,1.3994437264563626,0
0.4134109631495806,1.3994437264563626,0
0.4134109631495806,1.7190247897763014,0
0.4134109631495806,1.7190247897763014,0
0.4134109631495806,1.7190247897763014,0
0.4134109631495806,1.8559881026277039,0
0.4134109631495806,1.8559881026277039,0
0.4134109631495806,1.8559881026277039,0
0.4134109631495806,1.8559881026277039,0
0.4134109631495806,1.8559881026277039,0
0.4134109631495806,1.8559881026277039,0
0.4134109631495806,1.8559881026277039,0
0.4134109631495806,1.8559881026277039,0
0.4134109631495806,1.8559881026277039,0
0.29613357415653474,-1.3398225305716869,45
0.29613357415653474,-1.2941680929545527,37
0.29613357415653474,-1.2485136553374185,33
0.29613357415653474,-1.2028592177202844,16
0.29613357415653474,-1.1572047801031502,14
0.29613357415653474,-1.111550342486016,13
0.29613357415653474,-1.065895904868882,12
0.29613357415653474,-1.020241467251748,11
0.29613357415653474,-0.9745870296346136,8
0.29613357415653474,-0.9289325920174795,7
0.29613357415653474,-0.8832781544003454,7
0.29613357415653474,-0.8376237167832112,6
0.29613357415653474,-0.7919692791660771,5
0.29613357415653474,-0.7463148415489429,4
0.29613357415653474,-0.7006604039318087,4
0.29613357415653474,-0.6550059663146746,4
0.29613357415653474,-0.6093515286975404,3
0.29613357415653474,-0.5636970910804062,3
0.29613357415653474,-0.518042653463272,3
